Plastic type,Replacement %,Particle size (mm),w/c ratio,Additive type,Additive %,Curing temperature (°C),Curing duration (days),Compressive strength (MPa),Flexural strength (MPa),Split tensile strength (MPa),Density (kg/m³),Water absorption (%),Thermal conductivity (W/m·K),Durability index
HDPE,38.1,4.94,0.456,silica fume,14.6,21.7,56.0,13.93,2.58,1.43,2054.6,3.13,0.911,37.3
HDPE,13.61,1.02,0.575,none,0.0,24.8,6.7,6.53,1.46,0.65,2201.4,4.37,1.19,20.8
HDPE,33.82,3.75,0.403,silica fume,13.3,20.1,7.2,5.64,1.35,0.46,2135.2,3.12,1.04,34.1
HDPE,13.86,7.91,0.466,silica fume,11.4,23.3,14.0,13.4,1.98,1.24,2240.6,2.88,1.233,40.4
HDPE,0.05,7.89,0.469,silica fume,5.9,22.8,90.0,54.55,5.11,5.32,2426.3,2.39,1.44,72.9
HDPE,0.28,4.12,0.358,fly ash,15.4,64.6,7.1,20.32,3.22,2.13,2363.4,1.67,1.332,46.6
HDPE,35.66,1.57,0.463,none,0.0,26.9,27.8,9.56,2.08,0.98,2089.4,4.58,0.865,20.6
HDPE,26.84,4.84,0.512,fly ash,13.5,29.4,28.5,10.09,2.15,1.01,2155.3,4.14,0.973,29.3
HDPE,37.95,14.31,0.597,none,0.0,27.6,28.3,9.62,1.95,0.76,2071.7,6.0,0.852,14.7
HDPE,9.92,2.66,0.503,fly ash,19.7,25.1,28.0,22.81,3.21,2.27,2256.1,3.76,1.261,35.6
HDPE,21.17,7.92,0.466,none,0.0,27.9,14.0,6.55,1.62,0.63,2187.3,4.18,1.035,23.1
HDPE,7.19,17.51,0.398,fly ash,23.6,37.4,7.3,14.9,2.72,1.5,2290.2,2.3,1.23,38.6
HDPE,19.32,4.87,0.489,silica fume,12.8,20.1,14.4,7.82,1.8,0.67,2211.2,2.53,1.077,33.5
HDPE,4.2,2.25,0.472,silica fume,13.0,23.9,28.0,30.37,4.01,3.13,2317.4,2.47,1.41,52.1
HDPE,24.77,10.79,0.558,silica fume,18.5,24.9,27.9,11.31,1.94,1.08,2173.1,3.88,1.056,33.6
HDPE,39.51,4.38,0.521,silica fume,5.0,24.1,14.2,6.6,1.58,0.55,2076.4,3.98,0.861,27.8
HDPE,31.58,15.23,0.448,none,0.0,32.1,90.0,16.82,3.07,1.38,2135.0,4.43,0.902,24.5
HDPE,29.92,1.63,0.459,silica fume,19.7,24.8,27.9,11.81,2.21,1.16,2144.7,3.2,1.005,36.8
HDPE,9.99,5.89,0.508,none,0.0,34.4,27.9,21.78,3.01,1.96,2307.9,4.32,1.261,29.8
HDPE,0.12,3.47,0.518,none,0.0,42.3,28.1,27.72,3.64,2.63,2385.9,3.1,1.423,41.4
HDPE,28.18,6.03,0.56,fly ash,26.9,26.7,6.8,5.16,1.24,0.52,2153.2,5.25,0.924,18.3
HDPE,8.67,2.13,0.35,none,0.0,35.2,27.8,30.82,3.87,2.66,2320.4,2.76,1.298,50.7
HDPE,26.3,3.38,0.539,none,0.0,19.5,28.0,9.25,1.77,0.99,2140.7,4.61,1.043,27.1
HDPE,6.17,10.4,0.431,silica fume,10.0,28.7,7.0,15.16,2.37,1.54,2330.4,2.31,1.32,40.6
HDPE,8.59,9.96,0.468,fly ash,17.5,55.9,56.5,38.18,4.33,4.07,2301.1,3.66,1.177,58.5
HDPE,38.18,1.85,0.527,fly ash,23.6,35.5,27.8,10.82,2.1,0.92,2084.4,4.86,0.798,26.9
HDPE,24.86,9.27,0.484,GGBS,28.9,21.3,28.2,11.34,1.97,0.94,2152.3,3.46,1.044,33.0
HDPE,2.37,10.67,0.611,silica fume,19.7,60.2,55.7,40.71,4.14,3.67,2330.8,3.34,1.326,56.7
HDPE,23.38,12.18,0.599,none,0.0,61.5,6.9,5.39,1.4,0.54,2168.3,5.57,1.057,20.6
HDPE,25.77,3.62,0.396,none,0.0,52.5,6.6,5.0,1.26,0.46,2191.2,3.43,1.075,31.1
HDPE,33.26,9.79,0.571,fly ash,28.5,26.0,28.1,8.41,2.25,0.78,2099.2,5.04,0.929,20.9
HDPE,36.37,3.7,0.562,GGBS,26.0,19.2,56.3,12.82,2.5,0.97,2083.4,4.83,0.766,25.2
HDPE,14.16,15.61,0.444,none,0.0,24.3,27.7,18.18,2.83,1.4,2256.3,3.69,1.204,34.0
HDPE,31.37,1.15,0.581,GGBS,29.1,58.8,28.1,10.2,1.96,1.02,2138.0,4.29,0.936,27.3
HDPE,5.98,2.78,0.498,GGBS,15.5,42.6,27.6,29.33,3.74,2.27,2287.6,3.14,1.258,47.6
HDPE,33.18,1.08,0.35,none,0.0,18.2,56.4,16.95,2.72,1.5,2143.5,3.5,0.969,36.6
HDPE,2.91,15.25,0.443,GGBS,28.4,19.7,7.2,14.21,2.28,1.44,2352.9,2.85,1.316,40.3
HDPE,32.69,10.68,0.449,none,0.0,39.8,14.0,7.65,1.94,0.8,2121.7,4.02,0.915,27.8
HDPE,39.19,2.97,0.453,silica fume,8.8,34.7,89.5,21.38,3.26,2.3,2071.8,3.63,0.882,38.9
HDPE,23.82,4.6,0.44,silica fume,8.3,68.1,28.2,12.76,2.33,1.05,2198.4,3.31,1.04,34.7
HDPE,16.24,1.16,0.489,GGBS,13.2,37.5,27.7,11.19,2.47,1.06,2233.2,3.11,1.162,34.2
HDPE,32.18,2.53,0.35,GGBS,17.0,41.2,28.2,15.26,2.71,1.23,2171.8,2.82,0.88,42.1
HDPE,34.96,5.73,0.521,fly ash,20.6,28.9,7.1,5.0,1.24,0.5,2132.0,4.9,0.922,26.2
HDPE,19.37,19.04,0.531,GGBS,21.2,21.7,28.3,10.33,2.2,1.13,2240.3,3.69,1.052,29.2
HDPE,38.97,3.36,0.401,silica fume,12.5,44.5,28.5,14.62,2.67,1.31,2085.8,2.84,0.894,40.9
HDPE,25.77,10.95,0.566,GGBS,27.3,19.5,14.2,6.68,1.42,0.73,2169.3,4.37,1.022,24.4
HDPE,22.04,11.21,0.456,none,0.0,45.2,27.6,10.25,1.87,0.99,2221.3,3.67,1.016,31.5
HDPE,5.87,5.46,0.564,GGBS,18.1,27.6,56.4,34.82,3.99,2.81,2290.6,3.5,1.29,51.6
HDPE,38.68,12.06,0.35,none,0.0,41.4,14.1,8.82,1.82,0.96,2132.5,3.34,0.816,29.0
HDPE,33.1,1.42,0.557,silica fume,18.0,23.1,13.7,6.16,1.96,0.6,2098.4,3.94,0.976,22.2
HDPE,35.43,1.37,0.437,fly ash,18.2,21.3,7.2,5.13,1.37,0.46,2157.9,3.64,0.901,30.6
HDPE,14.43,12.44,0.568,silica fume,19.2,66.0,28.2,15.19,2.36,1.2,2261.2,3.68,1.127,34.5
HDPE,5.11,2.86,0.518,GGBS,21.8,36.1,6.8,12.4,2.14,1.04,2301.3,3.39,1.381,36.3
HDPE,17.15,17.23,0.52,GGBS,28.5,19.8,7.0,5.0,1.38,0.5,2191.1,3.65,1.106,18.6
HDPE,35.4,1.1,0.621,none,0.0,24.3,6.7,5.14,1.26,0.43,2101.5,6.25,0.912,17.6
HDPE,23.91,12.56,0.439,GGBS,17.8,39.6,90.0,19.27,2.86,1.68,2201.4,3.35,1.075,39.8
HDPE,13.06,1.82,0.601,GGBS,29.8,26.3,55.7,22.48,3.07,1.93,2273.0,4.28,1.285,43.3
HDPE,24.04,5.52,0.65,GGBS,16.2,47.3,14.0,5.96,1.42,0.56,2177.3,4.78,1.008,18.5
HDPE,24.63,4.6,0.35,fly ash,18.0,24.9,56.1,20.74,2.96,2.23,2189.2,2.7,0.977,48.9
HDPE,1.23,4.94,0.492,fly ash,10.1,34.2,28.2,30.2,3.54,2.4,2334.8,3.52,1.378,49.1
HDPE,27.4,9.78,0.446,fly ash,13.1,26.6,13.8,7.43,1.74,0.6,2159.3,3.74,0.945,26.4
HDPE,35.98,2.85,0.492,none,0.0,35.5,28.3,10.58,2.29,1.13,2099.9,4.87,0.899,21.9
HDPE,37.62,10.95,0.519,GGBS,15.9,25.0,28.3,9.55,1.92,0.98,2125.0,4.52,0.869,23.6
HDPE,16.4,1.17,0.465,silica fume,10.6,51.2,13.9,9.6,2.0,0.75,2196.1,3.15,1.286,33.8
HDPE,37.57,9.36,0.504,fly ash,13.7,35.9,7.3,5.59,1.47,0.45,2084.6,4.48,0.774,23.9
HDPE,27.01,3.19,0.524,none,0.0,18.9,27.9,9.7,1.75,1.0,2156.8,4.99,0.974,26.6
HDPE,28.4,2.09,0.482,none,0.0,25.0,89.6,16.78,2.68,1.56,2137.7,4.29,0.967,29.9
HDPE,17.36,16.74,0.442,fly ash,19.8,27.3,6.7,5.0,1.41,0.49,2247.8,3.45,1.073,30.9
HDPE,34.37,19.94,0.35,none,0.0,47.3,14.1,9.58,1.82,0.9,2139.0,3.59,0.861,27.6
HDPE,27.19,8.99,0.628,silica fume,15.4,29.8,28.4,9.38,1.79,1.02,2157.8,4.28,1.022,23.9
HDPE,36.03,7.15,0.449,GGBS,22.2,56.4,56.0,17.55,2.61,1.58,2095.4,3.78,0.833,36.1
HDPE,38.12,1.6,0.447,fly ash,24.8,41.9,14.5,8.05,1.7,0.7,2133.7,3.8,0.816,30.4
HDPE,2.05,1.1,0.43,none,0.0,55.5,7.4,13.67,2.71,1.41,2318.0,3.23,1.374,30.9
HDPE,0.99,6.82,0.452,fly ash,26.7,20.6,28.4,34.48,4.25,2.69,2372.1,2.98,1.279,51.6
HDPE,38.76,4.75,0.51,none,0.0,37.4,28.4,10.78,2.21,0.99,2095.9,4.88,0.847,27.5
HDPE,21.97,3.45,0.366,fly ash,26.3,35.8,28.0,14.72,2.78,1.54,2242.5,3.43,1.056,38.6
HDPE,39.32,2.9,0.392,none,0.0,24.1,27.6,11.57,2.36,0.88,2099.8,3.97,0.803,30.2
HDPE,7.56,1.08,0.357,silica fume,18.7,35.4,28.5,34.69,3.71,2.83,2276.2,1.92,1.309,63.0
HDPE,22.66,2.81,0.453,GGBS,13.2,28.0,89.9,17.96,2.79,1.39,2218.7,3.41,1.151,36.7
HDPE,23.62,6.69,0.484,none,0.0,27.9,27.9,10.38,2.33,1.04,2173.7,4.37,1.098,28.9
HDPE,34.16,13.18,0.485,silica fume,7.2,72.3,14.0,8.63,1.71,0.65,2097.0,3.82,0.908,31.6
HDPE,36.73,10.76,0.35,fly ash,24.6,20.0,14.3,9.94,2.14,0.88,2123.5,3.24,0.88,31.3
HDPE,35.57,8.74,0.538,fly ash,10.3,79.2,3.3,5.0,1.5,0.47,2121.7,4.71,0.757,21.0
HDPE,36.33,1.47,0.459,GGBS,19.7,54.5,55.8,16.92,2.76,1.35,2052.3,3.78,0.88,42.4
HDPE,31.9,7.27,0.35,silica fume,5.7,37.3,90.0,22.57,3.17,2.42,2133.4,2.82,0.959,51.2
HDPE,6.2,2.28,0.52,fly ash,29.1,40.1,7.5,12.37,2.36,1.08,2306.7,3.95,1.284,31.1
HDPE,19.29,8.36,0.473,fly ash,21.7,78.2,7.4,5.82,1.4,0.49,2209.3,3.29,1.043,26.1
HDPE,32.14,1.16,0.392,none,0.0,52.2,14.0,7.66,1.79,0.81,2130.9,4.25,0.928,28.9
HDPE,28.63,1.44,0.469,none,0.0,47.3,55.6,14.21,2.42,1.55,2139.6,4.27,0.964,26.5
HDPE,22.8,7.46,0.463,GGBS,14.7,22.1,89.8,16.71,2.89,1.48,2210.4,3.49,1.105,32.2
HDPE,36.61,2.16,0.422,fly ash,15.7,77.3,27.9,13.51,2.03,1.36,2118.6,3.84,0.832,33.3
HDPE,19.36,1.79,0.426,none,0.0,49.2,7.0,5.0,1.28,0.49,2230.2,3.26,1.058,26.7
HDPE,29.39,17.58,0.507,fly ash,21.9,52.0,28.1,11.75,2.13,1.04,2180.3,4.35,0.927,29.6
HDPE,8.03,1.22,0.463,none,0.0,35.8,28.0,27.42,3.31,2.53,2330.6,3.27,1.296,49.4
HDPE,37.67,3.24,0.415,fly ash,17.8,27.6,14.1,8.73,1.67,0.9,2102.8,4.13,0.779,27.7
HDPE,22.49,4.36,0.542,none,0.0,46.0,13.6,5.99,1.58,0.6,2171.3,5.18,1.005,20.5
HDPE,37.47,16.61,0.451,GGBS,14.7,22.4,6.9,5.11,1.24,0.53,2127.2,3.39,0.805,25.9
HDPE,30.2,1.15,0.446,GGBS,25.8,24.2,28.2,12.81,1.94,1.25,2173.8,3.9,0.962,35.4
HDPE,21.37,1.23,0.409,none,0.0,43.9,7.3,5.06,1.27,0.47,2193.0,3.35,1.114,27.5
HDPE,23.06,3.71,0.588,GGBS,10.9,22.6,28.3,8.23,1.82,0.72,2177.1,4.48,1.053,30.2
HDPE,26.83,7.01,0.52,silica fume,19.2,61.0,7.2,5.56,1.33,0.48,2175.9,3.76,1.059,25.6
HDPE,21.66,10.5,0.406,GGBS,19.1,47.1,56.1,17.46,2.42,1.78,2189.0,2.9,1.034,47.3
HDPE,35.58,2.95,0.602,silica fume,5.5,59.0,90.0,15.23,2.93,1.46,2132.4,4.91,0.919,24.1
HDPE,39.47,1.01,0.517,GGBS,26.5,21.7,7.1,5.0,1.31,0.5,2094.9,4.57,0.805,20.9
HDPE,1.51,2.37,0.442,silica fume,14.1,23.7,56.4,49.22,5.08,4.41,2298.3,2.21,1.43,69.6
HDPE,26.56,5.63,0.527,fly ash,10.6,28.6,13.9,7.18,1.73,0.64,2168.8,4.51,0.972,21.9
HDPE,16.96,1.88,0.389,none,0.0,26.9,27.9,12.52,2.06,1.11,2267.6,2.83,1.172,32.9
HDPE,15.43,17.32,0.4,GGBS,28.1,34.3,13.5,11.53,2.29,0.95,2205.7,2.62,1.214,42.8
HDPE,20.01,14.37,0.395,fly ash,26.4,22.1,6.5,5.49,1.18,0.46,2217.4,3.3,1.079,30.6
HDPE,20.96,4.25,0.469,fly ash,22.0,29.9,7.4,5.0,1.29,0.44,2213.4,3.43,1.071,29.0
HDPE,29.78,5.57,0.43,silica fume,18.2,23.3,13.6,8.87,2.08,0.81,2173.1,3.17,1.019,37.0
HDPE,0.26,1.38,0.525,none,0.0,29.4,27.9,24.68,3.34,2.43,2360.6,3.89,1.443,47.3
HDPE,15.79,17.97,0.524,fly ash,21.6,25.0,55.9,17.71,2.67,1.35,2305.9,4.07,1.16,32.9
HDPE,28.91,3.51,0.48,none,0.0,27.7,55.9,13.13,2.53,1.19,2176.6,4.31,0.97,26.3
HDPE,28.24,6.9,0.485,GGBS,12.4,26.6,90.0,18.24,2.95,1.72,2135.6,3.86,0.974,39.1
HDPE,19.07,1.49,0.505,fly ash,18.2,29.8,90.0,18.22,2.88,1.96,2211.5,4.0,1.065,28.7
HDPE,20.27,2.25,0.472,silica fume,7.5,26.7,14.1,7.36,1.76,0.77,2229.2,3.22,1.1,31.4
HDPE,15.96,12.55,0.401,none,0.0,23.7,56.0,18.78,2.59,1.5,2233.1,2.66,1.136,31.3
HDPE,37.93,1.31,0.511,none,0.0,24.0,6.6,5.37,1.24,0.45,2070.8,4.86,0.815,21.2
HDPE,28.34,1.2,0.504,fly ash,11.2,60.9,28.1,11.44,1.95,1.08,2192.0,4.64,0.945,26.9
HDPE,37.74,6.45,0.53,GGBS,27.3,56.7,27.6,10.93,2.32,1.07,2065.8,4.51,0.858,24.6
HDPE,23.11,9.26,0.428,fly ash,30.0,29.1,27.6,13.13,2.39,1.01,2223.8,3.53,1.024,34.9
HDPE,27.49,2.45,0.437,none,0.0,31.5,14.1,7.22,1.82,0.57,2218.1,3.79,0.979,27.1
HDPE,16.57,3.1,0.489,GGBS,29.7,36.8,55.8,15.21,2.51,1.45,2237.5,3.48,1.082,36.8
HDPE,5.81,13.21,0.479,silica fume,19.1,49.1,28.5,33.69,4.01,2.72,2346.7,2.69,1.355,53.6
HDPE,30.39,1.71,0.527,silica fume,6.2,45.6,89.7,19.16,3.01,1.88,2118.4,3.82,0.973,37.8
HDPE,15.22,3.93,0.499,GGBS,21.3,78.3,27.9,16.09,2.77,1.66,2212.1,3.16,1.217,40.6
HDPE,11.13,6.04,0.431,silica fume,12.8,51.3,90.0,45.74,4.24,4.93,2275.6,2.41,1.28,69.1
HDPE,34.68,6.02,0.518,silica fume,15.9,42.8,28.2,11.54,2.03,1.0,2126.4,4.28,0.984,32.6
HDPE,10.69,7.93,0.43,silica fume,10.6,21.4,28.2,28.39,3.38,2.18,2292.1,1.86,1.251,52.7
HDPE,16.68,4.37,0.35,GGBS,27.3,26.6,28.3,14.3,2.73,1.44,2250.2,2.14,1.208,43.5
HDPE,14.91,4.02,0.572,fly ash,29.5,19.1,28.2,13.51,2.6,1.15,2201.7,4.88,1.186,28.8
HDPE,0.19,6.38,0.512,silica fume,7.5,56.4,14.0,23.46,3.5,1.83,2336.9,2.47,1.436,48.9
HDPE,38.66,4.47,0.391,GGBS,12.2,77.0,56.2,19.64,2.99,1.54,2111.7,3.64,0.882,39.6
HDPE,26.38,7.63,0.516,none,0.0,42.1,7.3,5.0,1.18,0.38,2207.2,4.25,0.975,16.1
HDPE,14.33,16.8,0.493,GGBS,12.5,29.9,14.1,11.03,2.05,0.95,2292.7,3.19,1.132,36.0
HDPE,33.44,3.76,0.454,fly ash,23.6,22.1,27.8,11.92,2.28,1.3,2134.7,4.1,0.891,30.1
HDPE,38.94,3.49,0.405,fly ash,26.8,35.3,27.8,12.89,2.44,1.19,2138.5,3.84,0.806,34.4
HDPE,19.66,15.56,0.395,GGBS,13.1,22.1,13.9,8.1,1.74,0.78,2212.7,2.7,1.182,36.7
HDPE,29.59,13.4,0.558,fly ash,11.4,22.3,7.4,5.0,1.28,0.42,2175.9,5.21,0.968,19.9
HDPE,4.94,1.09,0.39,silica fume,11.6,67.0,6.8,17.94,2.97,1.4,2324.4,2.3,1.29,55.0
HDPE,26.16,1.71,0.35,silica fume,14.2,28.3,55.8,19.92,2.78,1.75,2196.0,2.47,1.047,48.9
HDPE,32.78,5.47,0.49,none,0.0,29.7,14.2,7.49,1.71,0.72,2118.6,4.94,0.889,16.7
HDPE,4.72,7.59,0.439,silica fume,18.4,23.2,13.8,21.43,3.04,2.12,2329.0,2.53,1.325,52.1
HDPE,18.55,1.21,0.359,GGBS,16.1,26.8,28.3,12.56,2.48,1.2,2193.2,2.82,1.092,36.4
HDPE,19.36,2.79,0.458,none,0.0,30.0,28.1,12.4,2.18,0.99,2233.1,3.18,1.095,29.2
HDPE,36.1,3.32,0.35,none,0.0,68.5,7.2,6.37,1.54,0.48,2125.3,3.58,0.916,32.4
HDPE,7.2,11.92,0.535,none,0.0,18.1,14.2,15.55,2.54,1.53,2293.1,4.13,1.286,28.0
HDPE,21.38,6.41,0.558,silica fume,19.5,18.0,90.0,18.0,2.86,1.96,2233.8,3.49,1.11,36.0
HDPE,12.56,1.04,0.395,none,0.0,27.4,90.0,39.2,3.88,3.03,2262.2,3.2,1.135,56.2
HDPE,35.4,6.36,0.35,none,0.0,47.5,27.8,13.82,2.11,1.43,2138.5,3.3,0.875,35.8
HDPE,22.54,17.97,0.476,silica fume,11.2,29.1,6.7,5.52,1.18,0.48,2180.0,3.73,1.215,30.6
HDPE,7.71,8.28,0.479,silica fume,9.2,42.3,6.8,12.3,2.2,1.29,2293.5,2.89,1.341,40.4
HDPE,27.4,1.36,0.536,fly ash,11.7,36.8,28.2,9.63,2.21,0.74,2123.2,4.91,0.97,33.3
HDPE,25.38,1.93,0.439,fly ash,19.0,21.2,27.9,11.17,2.25,1.02,2186.0,3.87,1.019,32.8
HDPE,26.63,5.1,0.446,fly ash,13.1,22.6,28.1,11.94,2.23,0.94,2192.8,3.98,0.991,30.0
HDPE,1.4,14.98,0.354,GGBS,20.1,24.2,27.7,42.41,4.27,3.95,2379.3,1.37,1.338,69.0
HDPE,36.39,4.1,0.513,fly ash,27.6,24.6,14.0,6.8,1.55,0.61,2121.1,4.47,0.857,21.1
HDPE,34.36,15.74,0.405,GGBS,11.4,27.0,14.3,8.72,1.69,0.89,2109.8,2.86,0.902,28.8
HDPE,4.19,1.81,0.573,fly ash,27.7,45.7,13.5,19.6,3.33,1.88,2277.0,3.82,1.346,37.6
HDPE,39.84,10.78,0.489,none,0.0,19.8,13.6,6.98,1.39,0.72,2082.2,4.88,0.791,20.2
HDPE,5.86,1.6,0.581,none,0.0,20.3,14.1,15.13,2.65,1.45,2358.4,4.4,1.281,30.7
HDPE,6.39,1.82,0.546,silica fume,17.2,28.3,56.4,38.39,4.87,3.92,2331.7,3.68,1.39,54.5
HDPE,13.33,11.1,0.577,silica fume,11.8,42.1,27.7,19.2,2.9,2.06,2232.1,3.36,1.253,36.0
HDPE,20.12,2.39,0.35,fly ash,15.5,66.6,28.3,15.18,2.75,1.66,2225.3,2.1,1.085,37.7
HDPE,3.22,1.01,0.478,silica fume,14.8,35.9,28.0,32.93,4.11,3.1,2322.6,2.46,1.375,57.9
HDPE,15.68,4.86,0.373,GGBS,19.4,28.7,14.3,11.17,2.09,0.9,2268.4,2.66,1.242,38.9
HDPE,32.07,5.17,0.514,none,0.0,19.4,7.0,5.47,1.39,0.48,2161.5,5.11,0.868,16.2
HDPE,27.67,9.56,0.393,none,0.0,20.7,14.4,7.87,1.89,0.83,2194.0,3.27,1.007,26.2
HDPE,35.6,1.62,0.393,none,0.0,39.0,27.6,10.53,1.98,0.93,2141.2,3.26,0.87,29.7
HDPE,39.56,13.69,0.439,fly ash,16.3,34.2,28.0,11.52,2.17,1.03,2120.3,3.91,0.792,26.6
HDPE,19.8,1.95,0.497,silica fume,13.2,27.5,56.1,15.44,2.48,1.25,2269.3,3.58,1.18,39.3
HDPE,2.93,16.11,0.474,silica fume,8.3,40.9,55.7,43.67,4.86,4.7,2316.6,2.04,1.316,69.2
HDPE,26.29,5.39,0.61,none,0.0,26.6,55.5,11.69,2.28,1.24,2163.5,5.35,0.999,17.7
HDPE,11.27,4.1,0.386,silica fume,14.6,28.1,6.6,10.99,2.13,0.87,2239.6,2.13,1.298,39.8
HDPE,12.41,5.37,0.35,none,0.0,34.0,28.0,24.77,3.63,1.93,2333.1,2.49,1.238,40.8
HDPE,38.67,14.77,0.47,fly ash,19.7,46.0,3.0,5.0,1.29,0.43,2094.6,4.22,0.746,24.6
HDPE,7.43,12.74,0.608,GGBS,20.4,43.5,28.1,25.05,3.56,2.73,2301.7,3.74,1.275,36.7
HDPE,0.14,12.73,0.409,fly ash,14.3,50.3,13.7,24.82,3.33,1.92,2370.2,2.22,1.375,53.7
HDPE,6.67,5.36,0.38,GGBS,16.3,20.6,27.5,35.47,4.5,3.3,2312.5,2.32,1.231,58.3
HDPE,11.68,14.86,0.35,fly ash,24.0,77.1,89.9,42.12,4.71,4.51,2306.8,2.3,1.12,62.2
HDPE,5.86,2.68,0.397,silica fume,6.2,21.7,6.5,13.52,2.12,1.12,2293.9,2.1,1.385,46.3
HDPE,38.15,3.3,0.488,fly ash,23.7,61.0,7.2,5.67,1.31,0.45,2082.0,4.31,0.763,30.4
HDPE,7.77,12.4,0.531,GGBS,21.0,57.8,27.9,28.18,3.72,2.33,2284.9,3.78,1.251,46.3
HDPE,3.34,5.27,0.35,none,0.0,23.9,28.2,37.39,4.71,3.85,2326.5,2.52,1.35,57.2
HDPE,9.89,11.47,0.366,silica fume,14.8,22.9,55.9,47.5,4.9,3.69,2303.2,1.43,1.318,76.1
HDPE,32.45,3.67,0.494,fly ash,18.9,18.5,27.5,11.99,2.12,0.93,2166.2,4.17,0.909,33.0
HDPE,29.39,10.49,0.51,silica fume,19.5,18.6,28.4,9.59,2.06,0.94,2179.4,3.57,0.993,29.6
HDPE,12.48,2.11,0.446,silica fume,13.2,20.6,7.5,8.72,1.74,0.77,2315.3,2.28,1.23,39.6
HDPE,8.58,1.63,0.464,GGBS,14.6,24.1,27.6,27.72,3.12,2.61,2265.2,2.82,1.322,55.4
HDPE,11.51,2.39,0.533,GGBS,10.9,23.6,14.3,13.17,2.51,1.0,2258.2,3.93,1.165,32.9
HDPE,1.85,1.27,0.385,none,0.0,22.3,28.4,35.8,4.19,3.8,2323.8,2.85,1.341,55.0
HDPE,2.59,14.72,0.496,GGBS,27.5,29.0,27.6,30.1,4.12,2.81,2327.6,3.46,1.365,54.5
HDPE,9.44,3.79,0.509,none,0.0,23.7,6.9,9.32,1.85,0.93,2283.8,4.09,1.228,23.4
HDPE,30.91,7.95,0.35,silica fume,15.9,20.8,55.9,18.08,2.96,1.71,2208.4,2.31,0.955,49.6
HDPE,31.14,1.95,0.496,silica fume,18.2,19.9,55.8,14.57,2.26,1.35,2136.1,3.81,1.021,33.9
HDPE,34.38,7.77,0.495,none,0.0,47.4,14.4,7.44,1.66,0.68,2148.6,4.85,0.945,22.3
HDPE,23.71,1.68,0.484,none,0.0,30.8,7.5,5.18,1.32,0.44,2148.7,4.37,0.993,25.1
HDPE,6.22,1.48,0.35,silica fume,16.4,19.0,90.0,67.28,5.78,5.08,2313.1,1.71,1.371,73.6
HDPE,14.7,19.95,0.537,none,0.0,25.1,28.4,13.96,2.32,1.19,2245.4,4.37,1.198,30.5
HDPE,14.16,1.03,0.489,none,0.0,28.5,7.3,7.3,1.64,0.59,2234.2,3.74,1.145,19.5
HDPE,14.14,1.35,0.535,silica fume,19.5,38.8,55.7,24.17,3.21,2.44,2251.0,3.55,1.129,42.2
HDPE,21.49,7.9,0.482,fly ash,24.7,27.5,7.1,5.0,1.36,0.47,2215.1,4.03,1.093,28.0
HDPE,22.04,1.18,0.547,silica fume,17.4,38.3,7.2,5.2,1.38,0.47,2217.9,3.59,1.171,34.7
HDPE,19.33,9.24,0.454,silica fume,17.6,27.1,14.4,8.2,1.79,0.79,2243.0,3.16,1.168,36.9
HDPE,16.04,1.17,0.522,none,0.0,44.7,3.0,5.0,1.18,0.48,2271.7,4.41,1.164,17.3
HDPE,17.17,6.08,0.418,fly ash,13.0,45.9,90.0,18.85,2.75,1.93,2241.6,3.01,1.114,40.4
HDPE,2.49,9.04,0.606,fly ash,18.2,19.0,13.9,16.7,2.69,1.3,2327.0,4.22,1.27,34.1
HDPE,18.92,1.75,0.452,GGBS,19.2,60.7,3.4,5.0,1.33,0.4,2228.7,3.1,1.122,31.2
HDPE,37.04,3.5,0.389,fly ash,21.1,23.0,14.3,8.87,1.95,0.88,2097.0,3.52,0.804,31.8
HDPE,27.02,3.67,0.455,silica fume,7.9,23.9,90.0,19.38,2.8,1.53,2184.3,3.23,1.052,42.3
HDPE,17.02,1.45,0.461,silica fume,11.1,32.9,28.0,11.47,2.17,0.98,2215.5,3.06,1.15,38.1
HDPE,1.08,9.15,0.559,none,0.0,37.1,56.0,36.53,3.91,3.44,2338.7,3.92,1.33,52.8
HDPE,20.63,7.28,0.557,fly ash,28.2,25.2,13.8,6.81,1.75,0.73,2188.1,4.38,1.058,28.9
HDPE,4.77,19.91,0.35,silica fume,6.1,19.5,55.5,53.85,4.41,5.9,2355.7,2.12,1.298,71.6
HDPE,28.7,2.43,0.512,silica fume,18.0,22.6,6.8,5.0,1.32,0.54,2173.2,3.61,1.01,26.7
HDPE,33.79,11.06,0.45,silica fume,11.4,69.7,7.4,6.26,1.5,0.57,2134.6,3.43,0.96,33.3
HDPE,37.68,3.99,0.397,silica fume,17.2,27.3,3.4,5.52,1.38,0.53,2096.1,2.66,0.853,32.1
HDPE,9.07,16.55,0.46,none,0.0,28.2,14.1,14.93,2.85,1.2,2307.2,3.58,1.195,36.1
HDPE,25.25,15.67,0.35,fly ash,29.4,27.5,6.7,5.99,1.42,0.6,2177.2,3.03,0.991,29.7
HDPE,7.11,2.24,0.488,fly ash,13.9,45.8,56.2,38.13,4.29,3.23,2294.2,3.52,1.261,53.5
HDPE,5.32,13.1,0.439,silica fume,10.8,44.3,7.0,15.05,2.84,1.18,2297.2,2.29,1.364,41.0
HDPE,31.21,5.55,0.423,silica fume,13.2,34.9,28.4,14.51,2.27,1.43,2149.6,2.82,1.033,46.3
