plastic_type,plastic_type_enc,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_type_enc,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,score_paving_block_light,suitable_paving_block_light,score_paving_block_heavy,suitable_paving_block_heavy,score_floor_tile_indoor,suitable_floor_tile_indoor,score_floor_tile_outdoor,suitable_floor_tile_outdoor,score_hollow_concrete_block,suitable_hollow_concrete_block,score_lightweight_partition_block,suitable_lightweight_partition_block,score_structural_concrete,suitable_structural_concrete,score_nonstructural_concrete_fill,suitable_nonstructural_concrete_fill,score_plastic_sand_paver,suitable_plastic_sand_paver,score_wall_cladding_panel,suitable_wall_cladding_panel,score_thermal_insulation_panel,suitable_thermal_insulation_panel,score_kerb_stone,suitable_kerb_stone,primary_application
LDPE,2,27.9,3.0,0.61,fibres,3,3.1,20.7,39,6.77,1.41,0.65,1938.2,6.62,0.499,63.9,46.23,0,27.62,0,14.32,0,11.29,0,100.0,1,80.64,1,37.54,0,83.71,1,37.22,0,77.72,1,73.42,1,37.51,0,hollow_concrete_block
PVC,3,19.1,7.1,0.64,silica_fume,2,28.2,48.7,11,10.82,1.13,0.82,2158.5,3.93,0.701,70.8,64.44,1,36.99,0,20.43,0,15.25,0,100.0,1,72.55,1,60.58,1,86.68,1,49.43,0,72.71,1,58.5,1,52.57,0,hollow_concrete_block
PVC,3,19.7,11.8,0.56,fly_ash,1,4.5,53.8,41,12.56,1.68,0.72,2161.2,5.45,0.739,77.4,60.49,1,36.28,0,21.65,0,17.0,0,100.0,1,71.55,1,64.98,1,86.66,1,51.0,0,71.2,1,56.73,1,49.73,0,hollow_concrete_block
PET,0,39.8,2.8,0.58,fly_ash,1,23.3,42.8,59,12.84,1.72,1.06,2041.1,9.19,0.404,52.5,49.48,0,30.56,0,20.04,0,16.21,0,93.14,1,79.6,1,52.08,0,85.05,1,37.43,0,83.76,1,84.2,1,40.69,0,hollow_concrete_block
LDPE,2,34.4,19.8,0.44,none,0,0.0,56.6,15,7.19,0.96,0.6,1841.7,8.18,0.457,47.9,41.26,0,24.82,0,12.85,0,9.99,0,95.37,1,81.72,1,27.24,0,87.04,1,32.41,0,80.34,1,78.38,1,33.42,0,hollow_concrete_block
HDPE,1,25.0,5.7,0.37,fly_ash,1,5.2,24.5,3,9.54,1.26,1.25,1923.0,6.94,0.687,53.6,47.87,0,28.66,0,16.53,0,12.94,0,99.02,1,75.21,1,38.43,0,88.72,1,39.62,0,70.91,1,60.33,1,39.05,0,hollow_concrete_block
PVC,3,18.0,12.1,0.44,fly_ash,1,8.6,37.0,61,22.05,2.98,1.92,2155.7,4.8,0.818,86.3,76.2,1,46.23,0,35.06,0,28.22,0,100.0,1,69.86,1,83.47,1,86.7,1,64.4,1,69.46,1,53.62,0,64.06,1,hollow_concrete_block
PET,0,27.5,18.5,0.59,fly_ash,1,12.8,52.7,85,20.45,3.08,1.82,2067.5,7.15,0.526,76.9,65.89,1,40.78,0,31.88,0,26.22,0,98.31,1,79.35,1,72.91,1,87.41,1,53.37,0,76.93,1,70.3,1,55.15,1,hollow_concrete_block
HDPE,1,36.3,16.6,0.37,fly_ash,1,23.8,55.7,75,22.13,2.99,2.35,1858.8,8.39,0.513,64.6,63.02,1,39.18,0,32.78,0,26.97,0,94.86,1,81.52,1,57.65,1,88.44,1,51.76,0,77.2,1,72.54,1,53.05,0,hollow_concrete_block
LDPE,2,17.6,9.6,0.44,fibres,3,28.3,50.0,66,23.92,3.53,2.33,2108.1,4.67,0.782,99.1,78.92,1,49.05,0,38.46,0,31.23,0,100.0,1,71.02,1,86.87,1,87.08,1,66.89,1,70.58,1,55.18,1,66.93,1,hollow_concrete_block
PVC,3,3.2,1.3,0.48,silica_fume,2,18.1,21.6,32,26.32,4.0,2.49,2277.3,1.02,0.982,96.6,91.96,1,73.15,1,62.46,1,45.84,0,100.0,1,66.14,1,84.54,1,85.81,1,70.09,1,65.66,1,48.22,0,83.57,1,hollow_concrete_block
Mixed,5,33.4,11.7,0.64,silica_fume,2,17.3,65.8,25,12.01,1.06,1.54,1938.8,5.2,0.472,58.1,56.65,1,33.21,0,19.79,0,15.05,0,100.0,1,80.63,1,44.83,0,88.57,1,51.01,0,84.9,1,76.16,1,46.46,0,hollow_concrete_block
PVC,3,20.8,9.1,0.43,fibres,3,19.0,49.5,14,11.4,1.93,1.16,2156.9,5.6,0.685,76.8,58.34,1,35.01,0,20.99,0,16.69,0,100.0,1,73.01,1,63.2,1,86.69,1,48.53,0,72.53,1,59.31,1,47.85,0,hollow_concrete_block
PVC,3,13.9,7.0,0.55,fly_ash,1,9.9,61.6,39,12.95,1.41,1.44,2223.1,4.43,0.792,79.6,65.96,1,38.83,0,22.49,0,17.22,0,100.0,1,69.83,1,61.77,1,86.19,1,52.27,0,69.8,1,54.3,0,54.14,0,hollow_concrete_block
Mixed,5,37.8,16.4,0.52,fibres,3,2.6,35.1,17,5.02,0.5,0.54,1848.1,8.97,0.348,48.5,37.41,0,22.62,0,9.24,0,6.91,0,91.17,1,80.11,1,24.24,0,70.78,1,27.5,0,77.2,1,85.82,1,30.06,0,hollow_concrete_block
PVC,3,34.6,16.6,0.35,fibres,3,12.4,31.3,49,17.09,2.47,1.91,2071.3,8.63,0.389,65.0,57.6,1,35.83,0,26.35,0,21.62,0,94.31,1,79.31,1,64.53,1,85.92,1,44.42,0,84.57,1,84.66,1,47.9,0,hollow_concrete_block
PP,4,30.3,12.7,0.58,fly_ash,1,8.0,27.9,39,8.84,1.25,0.99,1890.4,7.53,0.508,56.1,45.87,0,27.68,0,15.51,0,12.2,0,97.13,1,81.16,1,35.58,0,89.04,1,36.58,0,78.41,1,72.82,1,37.41,0,hollow_concrete_block
PVC,3,35.2,10.0,0.36,fly_ash,1,21.3,38.6,4,6.68,0.66,0.4,1986.3,8.76,0.425,56.1,41.84,0,25.57,0,11.37,0,8.67,0,94.03,1,80.14,1,38.83,0,80.92,1,30.22,0,79.79,1,81.54,1,33.84,0,hollow_concrete_block
PP,4,16.3,4.9,0.6,none,0,0.0,47.7,18,9.27,1.35,0.75,2135.5,4.7,0.762,75.5,58.61,1,34.32,0,18.32,0,14.0,0,100.0,1,71.23,1,58.77,1,86.86,1,47.36,0,70.99,1,55.86,1,47.77,0,hollow_concrete_block
Mixed,5,33.3,10.2,0.56,silica_fume,2,12.5,48.9,63,15.95,2.58,1.45,1932.7,6.7,0.469,73.8,59.45,1,36.33,0,26.38,0,21.52,0,99.88,1,80.7,1,54.98,0,88.63,1,49.13,0,82.09,1,76.52,1,49.45,0,hollow_concrete_block
HDPE,1,18.3,3.3,0.41,fly_ash,1,25.9,36.6,56,27.98,3.75,2.92,2124.8,5.54,0.647,80.4,80.84,1,49.48,0,42.17,0,34.47,0,100.0,1,74.43,1,90.45,1,86.94,1,71.0,1,74.21,1,61.51,1,68.13,1,hollow_concrete_block
LDPE,2,37.4,10.4,0.6,silica_fume,2,21.8,70.2,77,15.44,2.14,1.67,1820.5,4.71,0.458,73.0,64.15,1,37.78,0,26.45,0,20.9,0,100.0,1,81.97,1,45.92,0,89.77,1,55.59,1,86.65,1,78.39,1,53.21,0,hollow_concrete_block
Mixed,5,19.6,3.4,0.51,silica_fume,2,10.0,65.8,51,21.36,3.32,2.3,2118.8,4.39,0.623,82.8,76.95,1,45.9,0,35.73,0,28.88,0,100.0,1,75.28,1,79.6,1,86.99,1,63.48,1,75.75,1,62.96,1,64.21,1,hollow_concrete_block
PVC,3,37.3,17.5,0.64,fly_ash,1,17.2,34.0,55,10.11,1.5,0.76,1963.2,9.14,0.439,54.6,45.58,0,28.06,0,16.78,0,13.5,0,93.23,1,80.37,1,42.51,0,85.84,1,33.9,0,81.07,1,79.86,1,37.28,0,hollow_concrete_block
PET,0,12.7,9.7,0.62,fibres,3,11.6,59.8,86,23.18,3.25,2.51,2211.3,4.32,0.786,96.5,80.43,1,49.37,0,37.48,0,30.17,0,100.0,1,70.05,1,84.0,1,86.28,1,65.91,1,70.0,1,54.58,0,67.97,1,hollow_concrete_block
HDPE,1,19.8,1.2,0.5,silica_fume,2,26.1,72.5,59,26.69,3.8,2.57,2112.5,2.98,0.694,90.7,91.23,1,55.5,1,45.14,0,35.93,0,100.0,1,73.15,1,90.06,1,87.04,1,70.59,1,73.15,1,59.05,1,79.99,1,hollow_concrete_block
PET,0,21.0,9.4,0.57,fibres,3,26.1,78.2,12,10.83,1.57,1.29,2101.7,5.89,0.729,74.6,56.03,1,33.69,0,19.28,0,15.16,0,100.0,1,72.32,1,58.73,1,87.13,1,46.13,0,70.68,1,57.44,1,45.93,0,hollow_concrete_block
PVC,3,31.3,5.7,0.54,fibres,3,19.5,71.1,89,18.65,2.46,2.15,2121.6,7.49,0.508,87.1,63.93,1,40.23,0,28.36,0,23.07,0,97.25,1,78.85,1,76.39,1,86.97,1,49.79,0,77.23,1,71.67,1,53.91,0,hollow_concrete_block
PP,4,15.2,6.7,0.57,fibres,3,26.2,22.2,11,11.41,1.44,1.06,2121.9,4.2,0.726,78.0,64.2,1,37.34,0,21.36,0,16.29,0,100.0,1,72.22,1,62.01,1,86.97,1,50.21,0,72.09,1,57.48,1,52.57,0,hollow_concrete_block
HDPE,1,25.2,18.5,0.65,none,0,0.0,46.0,15,5.2,0.72,0.57,2046.2,6.14,0.671,54.1,44.93,0,26.36,0,11.34,0,8.41,0,99.48,1,74.09,1,40.12,0,72.26,1,37.34,0,64.63,1,60.54,1,36.05,0,hollow_concrete_block
Mixed,5,28.2,2.5,0.4,silica_fume,2,27.1,22.8,10,13.19,2.05,1.09,2009.0,4.31,0.602,71.6,64.35,1,37.45,0,24.5,0,19.21,0,100.0,1,77.06,1,55.27,1,87.92,1,52.59,0,77.2,1,64.82,1,52.92,0,hollow_concrete_block
LDPE,2,14.3,8.9,0.42,fibres,3,17.0,67.6,24,19.08,2.48,1.8,2126.8,4.35,0.754,89.5,74.18,1,44.71,0,31.41,0,24.9,0,100.0,1,71.49,1,78.09,1,86.93,1,60.44,1,71.25,1,56.23,1,62.42,1,hollow_concrete_block
HDPE,1,3.2,17.5,0.54,fly_ash,1,14.9,55.0,32,20.97,2.76,1.93,2319.7,2.36,0.984,90.2,85.14,1,55.11,1,39.17,0,30.03,0,100.0,1,65.79,1,70.96,1,85.52,1,62.96,1,65.46,1,48.01,0,77.37,1,hollow_concrete_block
PVC,3,25.5,9.5,0.55,fibres,3,27.0,60.7,23,7.14,1.46,1.07,2089.4,6.43,0.632,74.3,49.56,0,29.86,0,14.94,0,11.78,0,100.0,1,75.24,1,51.62,0,84.83,1,38.55,0,71.77,1,62.55,1,40.26,0,hollow_concrete_block
PET,0,17.7,7.2,0.53,fibres,3,20.7,47.4,41,16.68,2.94,1.63,2154.4,4.63,0.698,85.4,69.8,1,41.84,0,29.79,0,24.05,0,100.0,1,72.67,1,74.38,1,86.71,1,57.24,1,72.82,1,58.67,1,58.12,1,hollow_concrete_block
HDPE,1,40.0,17.1,0.38,fibres,3,17.2,54.5,40,14.21,1.83,1.47,1793.5,9.68,0.526,59.6,49.79,0,30.96,0,21.54,0,17.48,0,92.22,1,82.3,1,38.97,0,86.6,1,38.23,0,75.58,1,71.78,1,41.38,0,hollow_concrete_block
PET,0,39.1,13.3,0.43,none,0,0.0,74.6,66,11.98,1.99,1.33,2026.1,9.27,0.396,61.8,49.26,0,30.6,0,19.83,0,16.24,0,92.98,1,79.74,1,51.96,0,85.03,1,36.11,0,84.16,1,84.87,1,40.54,0,hollow_concrete_block
LDPE,2,31.0,5.0,0.59,fly_ash,1,19.1,57.3,89,19.05,2.91,2.01,1938.7,8.05,0.604,73.7,61.12,1,38.01,0,29.64,0,24.44,0,95.7,1,77.71,1,60.55,1,88.44,1,48.59,0,72.43,1,65.05,1,51.19,0,hollow_concrete_block
Mixed,5,30.7,13.8,0.39,none,0,0.0,74.2,85,19.96,2.84,2.24,1941.7,7.67,0.52,77.0,63.37,1,39.37,0,30.54,0,25.05,0,96.73,1,80.6,1,63.13,1,88.54,1,50.95,0,77.19,1,71.45,1,53.16,0,hollow_concrete_block
PET,0,12.4,9.1,0.52,fly_ash,1,2.7,37.7,56,21.4,3.05,2.15,2188.9,4.53,0.846,92.8,76.82,1,46.96,0,34.91,0,28.09,0,100.0,1,69.03,1,81.68,1,86.45,1,63.53,1,68.66,1,52.51,0,64.86,1,hollow_concrete_block
HDPE,1,8.0,15.8,0.61,silica_fume,2,15.9,74.8,24,17.42,2.5,1.79,2286.1,2.31,0.894,89.1,80.16,1,52.16,0,35.21,0,26.71,0,100.0,1,67.41,1,67.16,1,85.75,1,58.23,1,67.23,1,50.59,0,72.84,1,hollow_concrete_block
LDPE,2,36.6,18.9,0.64,silica_fume,2,22.4,40.3,17,7.61,0.93,0.8,1858.8,4.74,0.458,51.1,51.21,0,29.12,0,15.56,0,11.56,0,100.0,1,81.52,1,29.99,0,89.37,1,45.15,0,86.41,1,78.16,1,41.47,0,hollow_concrete_block
PVC,3,38.5,3.2,0.64,fibres,3,29.0,68.3,49,9.66,0.9,0.85,1995.6,9.56,0.419,62.1,45.65,0,28.36,0,14.7,0,11.48,0,92.43,1,80.04,1,45.99,0,84.78,1,32.41,0,82.24,1,82.3,1,37.36,0,hollow_concrete_block
PET,0,31.6,0.8,0.51,fibres,3,11.1,64.9,36,13.77,1.49,0.94,2056.7,7.49,0.475,65.3,54.86,0,33.65,0,21.06,0,16.69,0,97.25,1,79.45,1,58.03,1,87.5,1,43.28,0,79.74,1,75.25,1,45.29,0,hollow_concrete_block
PP,4,15.2,13.0,0.46,fly_ash,1,14.1,57.2,74,27.74,3.71,2.52,2156.5,5.0,0.767,95.7,82.96,1,51.67,0,42.35,0,34.47,0,100.0,1,70.93,1,95.31,1,86.69,1,71.99,1,70.75,1,55.57,1,70.64,1,hollow_concrete_block
LDPE,2,36.6,4.8,0.37,fibres,3,27.3,38.1,55,13.39,1.42,1.2,1825.3,8.69,0.439,76.2,52.12,0,32.46,0,20.01,0,15.93,0,94.18,1,81.91,1,43.66,0,88.13,1,39.33,0,82.34,1,80.63,1,43.35,0,hollow_concrete_block
PET,0,5.6,19.0,0.44,fibres,3,3.5,34.1,71,29.49,4.56,2.93,2329.2,3.15,0.939,100.0,96.57,1,59.15,1,49.36,0,39.86,0,100.0,1,66.37,1,86.35,1,85.46,1,74.32,1,66.2,1,49.15,0,83.04,1,hollow_concrete_block
HDPE,1,15.5,7.7,0.63,fibres,3,17.6,63.6,56,16.71,2.53,1.94,2140.4,5.07,0.763,92.4,67.86,1,41.71,0,28.29,0,22.7,0,100.0,1,71.16,1,75.86,1,86.82,1,57.28,1,70.94,1,55.8,1,57.1,1,hollow_concrete_block
Mixed,5,4.0,10.0,0.47,silica_fume,2,1.0,42.2,59,22.98,3.76,2.29,2257.1,2.72,0.906,100.0,87.36,1,55.21,1,42.18,0,33.41,0,100.0,1,67.44,1,80.65,1,85.95,1,65.64,1,67.11,1,50.35,0,78.87,1,hollow_concrete_block
PVC,3,38.0,17.2,0.38,silica_fume,2,16.3,78.7,48,17.99,2.38,1.42,1975.4,4.99,0.351,67.8,66.88,1,39.77,0,29.28,0,23.34,0,100.0,1,80.25,1,59.9,1,88.22,1,58.99,1,90.8,1,85.12,1,55.55,1,hollow_concrete_block
PET,0,15.9,4.2,0.39,fibres,3,2.8,32.7,84,33.56,4.83,3.16,2194.3,4.86,0.704,100.0,86.83,1,57.49,1,51.12,0,42.07,0,100.0,1,72.17,1,96.84,1,86.41,1,75.0,1,72.45,1,58.21,1,78.28,1,hollow_concrete_block
PP,4,38.8,1.5,0.45,fly_ash,1,23.6,32.3,73,17.43,2.37,1.75,1795.6,8.17,0.406,59.8,56.03,1,34.51,0,26.62,0,21.71,0,95.4,1,82.28,1,44.38,0,89.63,1,46.09,0,86.08,1,85.25,1,46.8,0,hollow_concrete_block
HDPE,1,23.5,16.4,0.42,fly_ash,1,23.7,55.8,38,17.49,2.36,2.11,2042.6,6.0,0.676,74.8,64.18,1,38.99,0,27.83,0,22.4,0,100.0,1,74.31,1,65.66,1,87.62,1,54.43,0,72.45,1,60.29,1,53.38,0,hollow_concrete_block
HDPE,1,39.5,11.0,0.59,none,0,0.0,59.7,6,5.2,0.75,0.39,1821.9,9.27,0.452,38.6,35.9,0,21.56,0,9.95,0,7.66,0,92.46,1,81.62,1,20.13,0,71.69,1,27.07,0,73.07,1,79.07,1,28.75,0,hollow_concrete_block
HDPE,1,0.6,15.9,0.42,silica_fume,2,0.5,35.9,19,18.73,2.46,2.14,2347.6,2.92,0.957,97.8,82.36,1,50.81,0,34.01,0,26.26,0,100.0,1,65.97,1,67.1,1,85.33,1,59.97,1,65.81,1,48.6,0,72.23,1,hollow_concrete_block
Mixed,5,16.8,2.7,0.37,fibres,3,23.3,50.8,16,14.98,1.9,1.4,2130.4,5.19,0.774,83.5,65.02,1,39.15,0,24.87,0,19.61,0,100.0,1,71.0,1,69.98,1,86.9,1,54.97,0,70.69,1,55.4,1,53.88,0,hollow_concrete_block
PVC,3,20.2,18.9,0.36,silica_fume,2,13.7,77.8,10,17.59,3.11,2.1,2171.2,4.11,0.703,76.7,73.16,1,42.97,0,31.85,0,25.62,0,100.0,1,72.39,1,72.47,1,86.58,1,58.45,1,72.59,1,58.35,1,60.52,1,hollow_concrete_block
PVC,3,33.9,8.8,0.38,fibres,3,2.2,24.8,80,18.04,2.45,1.47,2039.9,8.36,0.467,77.7,60.54,1,37.85,0,27.35,0,22.36,0,94.94,1,79.61,1,67.13,1,86.79,1,46.38,0,79.29,1,76.2,1,50.59,0,hollow_concrete_block
HDPE,1,2.6,5.9,0.54,silica_fume,2,11.4,55.8,40,23.36,2.83,2.38,2345.3,2.58,0.938,100.0,88.52,1,56.78,1,40.77,0,31.53,0,100.0,1,66.27,1,74.98,1,85.35,1,66.15,1,66.15,1,49.11,0,80.38,1,hollow_concrete_block
PVC,3,20.2,8.9,0.59,none,0,0.0,71.2,86,17.74,2.43,1.95,2177.7,5.01,0.771,88.0,69.74,1,42.46,0,29.14,0,23.27,0,100.0,1,70.66,1,75.15,1,86.53,1,58.65,1,70.55,1,55.31,1,58.5,1,hollow_concrete_block
PP,4,28.8,4.7,0.49,fly_ash,1,12.4,69.6,54,14.28,2.12,1.53,1941.7,6.96,0.534,66.9,55.9,1,34.07,0,23.41,0,18.92,0,98.95,1,80.57,1,51.08,0,88.54,1,45.86,0,77.44,1,70.24,1,46.28,0,hollow_concrete_block
PVC,3,29.2,6.6,0.44,silica_fume,2,11.2,29.2,63,24.48,3.59,2.37,2095.8,4.49,0.619,71.0,79.04,1,47.13,0,39.39,0,31.95,0,100.0,1,75.63,1,80.13,1,87.18,1,67.64,1,76.03,1,63.32,1,66.11,1,hollow_concrete_block
PET,0,3.6,2.2,0.48,silica_fume,2,24.4,53.4,78,45.94,6.1,4.34,2349.9,1.4,0.963,100.0,97.41,1,89.22,1,79.05,1,61.98,1,100.0,1,65.87,1,85.72,1,85.32,1,75.0,1,65.69,1,48.43,0,97.37,1,hollow_concrete_block
PP,4,22.5,13.6,0.47,fibres,3,26.0,63.3,39,15.43,2.18,1.29,2054.8,5.85,0.585,82.3,62.86,1,38.18,0,25.44,0,20.38,0,100.0,1,77.26,1,65.02,1,87.52,1,52.48,0,76.41,1,65.76,1,52.15,0,hollow_concrete_block
PP,4,12.5,2.5,0.5,fly_ash,1,19.7,33.5,16,16.0,2.5,1.53,2158.9,4.12,0.916,75.9,70.8,1,41.45,0,28.72,0,22.75,0,100.0,1,68.08,1,70.49,1,86.68,1,56.33,1,67.35,1,50.46,0,58.41,1,hollow_concrete_block
LDPE,2,33.8,7.7,0.58,fly_ash,1,24.2,70.7,82,16.21,2.58,1.67,1858.9,8.01,0.489,66.5,55.93,1,34.52,0,25.99,0,21.36,0,95.81,1,81.52,1,48.28,0,89.34,1,44.92,0,79.18,1,74.84,1,46.61,0,hollow_concrete_block
PP,4,27.0,11.4,0.53,silica_fume,2,0.9,36.4,42,12.3,1.74,1.38,1957.4,6.77,0.495,67.5,53.85,0,32.67,0,20.59,0,16.42,0,99.62,1,80.44,1,49.05,0,88.39,1,43.97,0,80.04,1,73.7,1,44.38,0,hollow_concrete_block
LDPE,2,14.0,4.0,0.39,fibres,3,2.1,64.5,6,11.64,1.93,0.58,2212.5,4.46,0.845,71.2,62.96,1,36.79,0,22.44,0,17.56,0,100.0,1,68.86,1,58.19,1,86.27,1,50.52,0,68.58,1,52.44,0,51.46,0,hollow_concrete_block
PET,0,29.8,4.7,0.48,silica_fume,2,4.7,38.7,44,15.22,1.81,1.4,2118.4,6.6,0.564,68.0,59.38,1,36.17,0,23.79,0,18.94,0,100.0,1,77.52,1,65.55,1,86.99,1,48.58,0,75.56,1,66.99,1,49.09,0,hollow_concrete_block
PP,4,23.8,17.7,0.4,none,0,0.0,60.4,37,15.28,2.18,1.6,2078.2,6.26,0.653,73.7,60.68,1,36.9,0,24.99,0,20.09,0,100.0,1,74.67,1,64.24,1,87.32,1,50.19,0,72.55,1,61.38,1,50.24,0,hollow_concrete_block
PVC,3,26.5,10.0,0.48,silica_fume,2,6.5,50.7,47,18.03,2.88,1.93,2064.0,6.54,0.545,72.1,63.36,1,38.76,0,29.31,0,24.0,0,100.0,1,78.84,1,67.39,1,87.44,1,52.58,0,76.93,1,68.73,1,52.74,0,hollow_concrete_block
PVC,3,4.4,13.7,0.53,silica_fume,2,1.4,43.7,79,25.33,3.53,2.6,2317.8,2.88,1.015,100.0,90.94,1,56.71,1,43.41,0,34.32,0,100.0,1,65.39,1,80.23,1,85.53,1,68.77,1,64.97,1,47.27,0,80.37,1,hollow_concrete_block
PET,0,0.3,6.4,0.41,fly_ash,1,22.9,37.4,18,22.23,3.4,2.46,2310.3,2.29,1.031,91.8,86.75,1,56.82,1,42.37,0,32.91,0,100.0,1,65.25,1,74.14,1,85.58,1,64.64,1,64.75,1,46.94,0,78.84,1,hollow_concrete_block
PET,0,19.9,8.9,0.39,fly_ash,1,15.0,70.0,48,26.19,3.62,2.64,2151.8,5.59,0.647,74.5,77.78,1,47.46,0,40.01,0,32.71,0,100.0,1,74.2,1,87.62,1,86.73,1,68.31,1,73.95,1,61.39,1,65.34,1,hollow_concrete_block
PET,0,15.9,15.0,0.48,fibres,3,27.6,71.7,76,28.25,3.7,2.63,2131.2,4.61,0.695,100.0,85.15,1,53.07,0,43.28,0,35.09,0,100.0,1,72.95,1,95.74,1,86.89,1,72.67,1,73.03,1,58.92,1,72.47,1,hollow_concrete_block
PVC,3,22.9,14.3,0.48,none,0,0.0,44.3,44,15.18,1.92,1.97,2161.9,5.99,0.532,78.2,62.43,1,37.95,0,24.43,0,19.43,0,100.0,1,78.5,1,69.5,1,86.65,1,51.4,0,78.3,1,69.36,1,51.64,0,hollow_concrete_block
HDPE,1,32.1,12.6,0.6,silica_fume,2,2.6,70.7,34,6.48,0.5,0.85,1977.0,7.93,0.547,56.8,42.78,0,25.89,0,11.09,0,8.26,0,96.02,1,79.61,1,38.01,0,81.41,1,32.18,0,71.73,1,68.99,1,34.58,0,hollow_concrete_block
PVC,3,23.6,10.7,0.47,silica_fume,2,22.4,33.3,24,17.94,2.74,1.85,2128.9,3.72,0.608,75.1,75.67,1,43.93,0,31.96,0,25.29,0,100.0,1,75.72,1,72.65,1,86.91,1,58.92,1,76.34,1,63.87,1,62.58,1,hollow_concrete_block
PET,0,20.4,2.7,0.5,silica_fume,2,10.5,77.5,85,28.26,3.93,2.63,2119.0,4.55,0.764,94.0,85.35,1,52.56,0,43.95,0,35.76,0,100.0,1,71.33,1,93.99,1,86.99,1,72.68,1,71.01,1,55.85,1,72.65,1,hollow_concrete_block
HDPE,1,9.5,3.4,0.41,fly_ash,1,22.8,59.3,25,19.04,2.37,2.09,2188.5,3.62,0.885,80.9,79.03,1,46.02,0,32.33,0,25.27,0,100.0,1,68.34,1,74.73,1,86.45,1,60.39,1,67.83,1,51.26,0,65.45,1,hollow_concrete_block
Mixed,5,19.8,15.2,0.58,fibres,3,20.4,72.9,85,20.08,2.41,1.89,2112.1,4.93,0.725,94.5,72.7,1,44.89,0,31.51,0,25.09,0,100.0,1,72.33,1,79.99,1,87.04,1,61.77,1,72.17,1,57.57,1,61.44,1,hollow_concrete_block
Mixed,5,39.5,6.8,0.64,silica_fume,2,4.5,24.1,59,9.5,1.4,1.22,1860.0,8.12,0.414,55.0,45.43,0,27.61,0,16.28,0,12.97,0,95.53,1,81.51,1,34.22,0,89.06,1,35.66,0,84.97,1,83.72,1,37.15,0,hollow_concrete_block
Mixed,5,12.1,5.9,0.37,none,0,0.0,38.6,60,25.85,3.63,2.44,2178.9,3.62,0.906,88.6,88.23,1,52.54,0,42.29,0,33.93,0,100.0,1,68.07,1,88.74,1,86.52,1,69.47,1,67.45,1,50.67,0,74.43,1,hollow_concrete_block
PET,0,2.3,16.7,0.37,none,0,0.0,56.9,67,33.8,4.52,3.56,2318.8,2.91,0.932,100.0,97.18,1,63.83,1,54.26,0,43.5,0,100.0,1,66.56,1,87.94,1,85.53,1,75.0,1,66.37,1,49.38,0,90.26,1,hollow_concrete_block
PVC,3,18.5,11.3,0.59,none,0,0.0,47.0,76,15.72,2.84,1.33,2183.5,5.58,0.743,82.3,65.03,1,39.4,0,27.6,0,22.49,0,100.0,1,71.26,1,69.91,1,86.49,1,54.41,0,70.64,1,56.46,1,53.84,0,hollow_concrete_block
Mixed,5,7.5,12.3,0.5,none,0,0.0,47.0,46,17.56,2.47,1.73,2285.2,4.23,0.86,85.7,73.98,1,44.1,0,30.04,0,23.79,0,100.0,1,68.01,1,66.58,1,85.75,1,58.41,1,67.94,1,51.66,0,61.53,1,hollow_concrete_block
Mixed,5,3.4,13.1,0.36,fibres,3,29.7,51.4,81,41.78,6.62,4.02,2356.7,3.28,0.921,100.0,97.46,1,69.31,1,64.91,1,54.72,0,100.0,1,66.45,1,85.24,1,85.28,1,75.0,1,66.42,1,49.55,0,91.79,1,hollow_concrete_block
HDPE,1,14.6,18.4,0.47,silica_fume,2,20.4,23.1,83,42.43,5.83,4.2,2129.6,2.37,0.749,99.8,95.77,1,73.4,1,68.26,1,54.88,0,100.0,1,71.58,1,98.54,1,86.9,1,75.0,1,71.38,1,56.43,1,96.21,1,hollow_concrete_block
Mixed,5,13.4,6.9,0.52,fibres,3,8.5,63.4,87,25.71,3.37,2.62,2135.8,4.54,0.841,92.7,82.13,1,50.36,0,40.01,0,32.29,0,100.0,1,69.58,1,90.6,1,86.86,1,69.28,1,69.01,1,52.9,0,69.71,1,hollow_concrete_block
PP,4,34.9,7.0,0.52,fly_ash,1,27.5,38.6,86,18.31,2.93,1.59,1895.9,8.45,0.441,68.2,58.56,1,36.4,0,28.79,0,23.83,0,94.72,1,81.1,1,54.85,0,87.92,1,46.5,0,82.0,1,79.97,1,49.0,0,hollow_concrete_block
Mixed,5,26.5,3.0,0.56,none,0,0.0,38.6,51,12.23,1.74,1.33,1991.1,6.84,0.532,66.4,53.72,0,32.61,0,20.48,0,16.35,0,99.37,1,80.09,1,51.06,0,88.08,1,43.6,0,77.49,1,70.16,1,44.23,0,hollow_concrete_block
Mixed,5,31.7,16.4,0.55,none,0,0.0,58.8,57,9.42,1.1,1.19,1986.5,7.95,0.47,61.6,47.32,0,28.9,0,15.52,0,12.15,0,95.96,1,80.14,1,44.82,0,88.12,1,36.04,0,79.84,1,76.13,1,38.67,0,hollow_concrete_block
